,fight_img,fight_name,orgin_code,orgin_date,orgin_time,orgin_city,dest_code,dest_date,dest_time,dest_city,duration_of_flight,duration_stops,flight_price,discount_credit
0,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",10:55,Bengaluru,MAA,"Thu, 23 Dec",12:00,Chennai,1hr 5min,non-stop,3057,₹600 Instant Off
1,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",07:05,Bengaluru,MAA,"Thu, 23 Dec",08:20,Chennai,1hr 15min,non-stop,3057,₹600 Instant Off
2,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",09:10,Bengaluru,MAA,"Thu, 23 Dec",10:25,Chennai,1hr 15min,non-stop,3057,₹600 Instant Off
3,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",15:45,Bengaluru,MAA,"Thu, 23 Dec",17:00,Chennai,1hr 15min,non-stop,3057,₹600 Instant Off
4,https://images.ixigo.com/img/common-resources/airline-new/SG.png,SPICEJET,BLR,"Thu, 23 Dec",05:40,Bengaluru,MAA,"Thu, 23 Dec",07:00,Chennai,1hr 20min,non-stop,3084,₹600 Instant Off
5,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",15:35,Bengaluru,MAA,"Thu, 23 Dec",16:30,Chennai,55min,non-stop,3499,₹600 Instant Off
6,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",16:15,Bengaluru,MAA,"Thu, 23 Dec",17:25,Chennai,1hr 10min,non-stop,3499,₹600 Instant Off
7,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",18:15,Bengaluru,MAA,"Thu, 23 Dec",19:15,Chennai,1hr,non-stop,3603,₹600 Instant Off
8,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",14:50,Bengaluru,MAA,"Thu, 23 Dec",15:55,Chennai,1hr 5min,non-stop,3603,₹600 Instant Off
9,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",22:55,Bengaluru,MAA,"Thu, 23 Dec",23:45,Chennai,50min,non-stop,3813,₹600 Instant Off
10,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",18:50,Bengaluru,MAA,"Fri, 24 Dec",08:00,Chennai,13hr 10min,1 stop,9012,₹600 Instant Off
11,https://images.ixigo.com/img/common-resources/airline-new/AI.png,AIR INDIA,BLR,"Thu, 23 Dec",07:35,Bengaluru,MAA,"Fri, 24 Dec",08:00,Chennai,24hr 25min,1 stop,9012,₹600 Instant Off
12,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",06:40,Bengaluru,MAA,"Thu, 23 Dec",11:50,Chennai,5hr 10min,1 stop,9420,₹600 Instant Off
13,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",06:40,Bengaluru,MAA,"Thu, 23 Dec",23:05,Chennai,16hr 25min,1 stop,9420,₹600 Instant Off
14,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",06:40,Bengaluru,MAA,"Fri, 24 Dec",08:50,Chennai,26hr 10min,1 stop,9420,₹600 Instant Off
15,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",08:30,Bengaluru,MAA,"Thu, 23 Dec",19:55,Chennai,11hr 25min,1 stop,9866,₹650 Instant Off
16,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",06:40,Bengaluru,MAA,"Thu, 23 Dec",19:55,Chennai,13hr 15min,1 stop,9866,₹650 Instant Off
