,fight_img,fight_name,orgin_code,orgin_date,orgin_time,orgin_city,dest_code,dest_date,dest_time,dest_city,duration_of_flight,duration_stops,flight_price,discount_credit
29,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",19:00,Bengaluru,BOM,"Thu, 23 Dec",20:45,Mumbai,1hr 45min,non-stop,7122,₹600 Instant Off
30,https://images.ixigo.com/img/common-resources/airline-new/G8.png,GO FIRST,BLR,"Thu, 23 Dec",20:00,Bengaluru,BOM,"Thu, 23 Dec",21:50,Mumbai,1hr 50min,non-stop,7277,₹600 Instant Off
31,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:50,Bengaluru,BOM,"Fri, 24 Dec",00:40,Mumbai,4hr 50min,1 stop,7005,₹600 Instant Off
32,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:50,Bengaluru,BOM,"Fri, 24 Dec",02:55,Mumbai,7hr 5min,1 stop,7005,₹600 Instant Off
33,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",06:05,Bengaluru,BOM,"Thu, 23 Dec",13:45,Mumbai,7hr 40min,1 stop,7005,₹600 Instant Off
34,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",18:00,Bengaluru,BOM,"Thu, 23 Dec",19:50,Mumbai,1hr 50min,non-stop,7593,₹600 Instant Off
35,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",19:25,Bengaluru,BOM,"Fri, 24 Dec",06:35,Mumbai,11hr 10min,1 stop,7381,₹600 Instant Off
36,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",10:15,Bengaluru,BOM,"Thu, 23 Dec",16:35,Mumbai,6hr 20min,1 stop,7462,₹600 Instant Off
37,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",12:40,Bengaluru,BOM,"Thu, 23 Dec",14:30,Mumbai,1hr 50min,non-stop,8013,₹600 Instant Off
38,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",17:10,Bengaluru,BOM,"Fri, 24 Dec",00:40,Mumbai,7hr 30min,1 stop,7919,₹600 Instant Off
39,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",21:30,Bengaluru,BOM,"Fri, 24 Dec",05:35,Mumbai,8hr 5min,1 stop,8100,₹600 Instant Off
40,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",20:45,Bengaluru,BOM,"Fri, 24 Dec",05:35,Mumbai,8hr 50min,1 stop,8100,₹600 Instant Off
41,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",21:30,Bengaluru,BOM,"Fri, 24 Dec",07:40,Mumbai,10hr 10min,1 stop,8100,₹600 Instant Off
