,fight_img,fight_name,orgin_code,orgin_date,orgin_time,orgin_city,dest_code,dest_date,dest_time,dest_city,duration_of_flight,duration_stops,flight_price,discount_credit
42,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:05,Bengaluru,DEL,"Fri, 24 Dec",00:05,New Delhi,5hr,1 stop,8046,₹600 Instant Off
43,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",17:25,Bengaluru,DEL,"Thu, 23 Dec",22:40,New Delhi,5hr 15min,1 stop,8046,₹600 Instant Off
44,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",23:00,Bengaluru,DEL,"Fri, 24 Dec",04:15,New Delhi,5hr 15min,1 stop,8046,₹600 Instant Off
45,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",10:05,Bengaluru,DEL,"Thu, 23 Dec",15:30,New Delhi,5hr 25min,1 stop,8046,₹600 Instant Off
46,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",09:30,Bengaluru,DEL,"Thu, 23 Dec",12:15,New Delhi,2hr 45min,non-stop,8328,₹600 Instant Off
47,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",17:50,Bengaluru,DEL,"Thu, 23 Dec",20:30,New Delhi,2hr 40min,non-stop,8329,₹600 Instant Off
48,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:20,Bengaluru,DEL,"Fri, 24 Dec",01:05,New Delhi,5hr 45min,1 stop,8046,₹600 Instant Off
49,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",20:20,Bengaluru,DEL,"Fri, 24 Dec",02:05,New Delhi,5hr 45min,1 stop,8046,₹600 Instant Off
50,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",11:55,Bengaluru,DEL,"Thu, 23 Dec",14:50,New Delhi,2hr 55min,non-stop,8328,₹600 Instant Off
51,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",10:15,Bengaluru,DEL,"Thu, 23 Dec",16:10,New Delhi,5hr 55min,1 stop,8046,₹600 Instant Off
52,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",09:45,Bengaluru,DEL,"Thu, 23 Dec",12:40,New Delhi,2hr 55min,non-stop,8329,₹600 Instant Off
53,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",19:05,Bengaluru,DEL,"Fri, 24 Dec",01:40,New Delhi,6hr 35min,1 stop,8046,₹600 Instant Off
54,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",09:20,Bengaluru,DEL,"Thu, 23 Dec",16:10,New Delhi,6hr 50min,1 stop,8046,₹600 Instant Off
55,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",23:45,Bengaluru,DEL,"Fri, 24 Dec",07:15,New Delhi,7hr 30min,1 stop,8046,₹600 Instant Off
56,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",08:40,Bengaluru,DEL,"Thu, 23 Dec",15:20,New Delhi,6hr 40min,1 stop,8082,₹600 Instant Off
57,https://images.ixigo.com/img/common-resources/airline-new/I5.png,AIRASIA INDIA,BLR,"Thu, 23 Dec",16:25,Bengaluru,DEL,"Fri, 24 Dec",01:10,New Delhi,8hr 45min,2 stops,7910,₹600 Instant Off
58,https://images.ixigo.com/img/common-resources/airline-new/UK.png,VISTARA,BLR,"Thu, 23 Dec",19:40,Bengaluru,DEL,"Thu, 23 Dec",22:25,New Delhi,2hr 45min,non-stop,8854,₹600 Instant Off
59,https://images.ixigo.com/img/common-resources/airline-new/6E.png,INDIGO,BLR,"Thu, 23 Dec",07:10,Bengaluru,DEL,"Thu, 23 Dec",11:55,New Delhi,4hr 45min,1 stop,8729,₹600 Instant Off
